number,value,state,duration_min,w0_raw,w0,w1_raw,w1,w2_raw,w2,w3_raw,w3,w4_raw,w4,w5_raw,w5,w6_raw,w6
65,0.8030684930839355,COMPLETE,38.819808800000004,0.2548572140781835,0.27734440565109253,0.2760977494392761,0.300459086894989,0.47265843421266507,0.5143632292747498,0.32526780390074267,0.3539676368236542,2.402096482392573,2.614044427871704,1.780128892065998,1.9371976852416992,0.9213303272450309,1.002623438835144
66,0.7634104281783722,PRUNED,12.232953199999999,0.8146438623319803,0.16196738183498383,0.12867975228257356,0.025584092363715172,0.25239128659069626,0.050180401653051376,13.310382509885795,2.6463685035705566,3.6733791251892893,0.7303407788276672,16.841052774446258,3.3483359813690186,0.1872160995896091,0.037222281098365784
67,0.8226519440614283,COMPLETE,53.51585503333333,0.8053391204157304,0.2452811449766159,0.3161112039765367,0.09627760201692581,0.9058398174913861,0.2758905291557312,3.3291703883447656,1.0139613151550293,4.216868203659501,1.284326434135437,11.408530668435759,3.474682092666626,2.00145481834447,0.6095806360244751
68,0.7731129985264796,PRUNED,12.211383549999999,2.10842573327802,0.5489819049835205,0.5863296919842159,0.15266574919223785,0.11118574463556713,0.02895001880824566,1.2591105445965485,0.32784125208854675,13.859247206404442,3.608605146408081,8.519159119232222,2.2181785106658936,0.4408157024690893,0.11477751284837723
69,0.5224393036957977,PRUNED,12.19972495,18.63644413713429,4.7383527755737305,3.2030514819315035,0.8143821954727173,0.8756407735133553,0.22263339161872864,2.216199810305135,0.5634731650352478,0.12184523932524201,0.030979391187429428,1.574130920637099,0.4002258777618408,0.9044299784922034,0.2299531102180481
70,0.6825045194584863,PRUNED,12.220245733333334,2.296412153435321,2.0633130073547363,0.17701715591563902,0.1590488851070404,0.12316272443331457,0.11066099256277084,1.6559299432142476,1.4878435134887695,1.0553849830859372,0.948257327079773,1.1706663308533223,1.0518369674682617,1.3122389813716946,1.1790391206741333
71,0.8274498260287864,COMPLETE,50.6182699,0.38359824905704093,0.12262552976608276,0.6275850582334475,0.20062123239040375,0.1785076224042954,0.05706384778022766,1.9895735762418731,0.6360105276107788,2.1100386699251494,0.6745198369026184,16.06730167572201,5.1362624168396,0.5408570545146623,0.17289674282073975
72,0.773953051725811,PRUNED,12.217399516666667,0.795998944266631,0.32192960381507874,0.1164037101778539,0.04707770422101021,0.16142084300994874,0.06528419256210327,1.9418934745502707,0.7853691577911377,1.601204890493865,0.6475828289985657,12.127334966835505,4.904715061187744,0.5638495816814867,0.22804035246372223
73,0.8394769513296628,COMPLETE,35.79971918333333,0.3406823834564339,0.07044518738985062,0.13790720880812973,0.028516000136733055,0.19017584750431357,0.03932393714785576,3.554336894756982,0.7349541187286377,19.992908800305344,4.134068012237549,9.358695828797673,1.9351603984832764,0.2782336517429898,0.05753223970532417
74,0.8277156351173293,COMPLETE,32.866524866666666,0.21998464913846208,0.03226073458790779,0.31559644672309045,0.04628220200538635,0.17811549046780895,0.026120625436306,1.2358765587691531,0.1812412142753601,22.606163983493317,3.315192699432373,22.54314913496834,3.3059515953063965,0.6338314848801166,0.09295134991407394
